codigo,descripcion,proveedor,kg,ean,categoria,tipo,arriba,abajo,precio
12305049, EN (GASTROENTERIC) GASTROENTÉRICO ,pro-plan,7.5,,,perro,0,0,0
12305060, NF (KIDNEY FUNCTION) NEFROLÓGICO ,pro-plan,7.5,,,perro,0,0,0
12305061, OM (OBESITY MANAGEMENT) OBESIDAD ,pro-plan,7.5,,,perro,0,0,0
12305062, NF (nEFROLÓGICO ,pro-plan,3,,,gato,0,0,0
12305063, OM ( OBESIDAD ,pro-plan,3,,,gato,0,0,0
12305422, OM ( OBESIDAD ,pro-plan,1,,,gato,0,0,0
12305423, NF (nEFROLÓGICO ,pro-plan,1,,,gato,0,0,0
12314529,SENSITIVE SKIN RAZA MEDIANA & GRANDE,pro-plan,15,,,perro,0,0,0
12314530,SENSITIVE SKIN RAZA PEQUEÑA,pro-plan,1,,,perro,0,0,0
12314533,REDUCED CALORIE RAZA PEQUEÑA,pro-plan,1,,,perro,0,2,0
12314534,REDUCED CALORIE RAZA PEQUEÑA,pro-plan,3,,,perro,1,3,0
12314535,REDUCED CALORIE RAZA PEQUEÑA,pro-plan,7.5,,,perro,0,0,0
12314537,REDUCED CALORIE RAZA MEDIANA & GRANDE,pro-plan,15,,,perro,0,0,0
12314538,SENSITIVE SKIN RAZA PEQUEÑA,pro-plan,7.5,,,perro,0,0,0
12314573,SENSITIVE SKIN RAZA MEDIANA & GRANDE,pro-plan,3,,,perro,1,1,0
12314574,SENSITIVE SKIN RAZA PEQUEÑA,pro-plan,3,,,perro,1,1,0
12314575,REDUCED CALORIE RAZA MEDIANA & GRANDE,pro-plan,3,,,perro,0,1,0
12319024,ACTIVE MIND RAZAS MED & GR (+ de 7 años de edad),pro-plan,3,,,perro,2,3,0
12319025,ACTIVE MIND RAZAS MED & GR (+ de 7 ,pro-plan,15,,,perro,0,0,0
12319026,ACTIVE MIND RAZAS PEQUEÑAS(+ de 7 años ,pro-plan,7.5,,,perro,0,0,0
12319027,ACTIVE MIND RAZAS PEQUEÑAS(+ de 7 años ,pro-plan,1,,,perro,0,2,0
12319028,ACTIVE MIND RAZAS PEQUEÑAS(+ de 7 años ,pro-plan,3,,,perro,1,4,0
12333786,PRO PLAN ADULT DOG COMPLETE,pro-plan,1,,,perro,0,0,0
12333787,PRO PLAN ADULT DOG COMPLETE,pro-plan,15,,,perro,0,0,0
12333789, PRO PLAN ADULT DOG SMALL BREED ,pro-plan,1,,,perro,0,1,0
12333810, PRO PLAN ADULT DOG SMALL BREED ,pro-plan,3,,,perro,0,0,0
12334100,PRO PLAN ADULT DOG LARGE BREED,pro-plan,15,,,perro,0,0,0
12334126,PRO PLAN ADULT DOG LARGE BREED,pro-plan,3,,,perro,1,2,0
12334128,PRO PLAN ADULT DOG COMPLETE,pro-plan,3,,,perro,2,3,0
12334191, PRO PLAN ADULT DOG SMALL BREED ,pro-plan,7.5,,,perro,0,0,0
12345073, PRO PLAN DELICATE DOG (SMALL BREED) ,pro-plan,7.5,,,perro,0,0,0
12345750, PRO PLAN DELICATE DOG (SMALL BREED) ,pro-plan,1,,,perro,0,0,0
12345809, PRO PLAN DELICATE DOG (SMALL BREED) ,pro-plan,3,,,perro,0,0,0
op1243,OP CAT ADULT INDOOR,oldprince,1,,,gato,1,5,0
175,comed.automatico x 850 gr,PER-ROS,,,,accesorio,0,0,380
200,HIERBA GATERA,PER-ROS,,,,accesorio,0,0,70
212,PALITOS FINOS X 200,PER-ROS,,,,accesorio,0,0,281
226,"PELOTA OVALADA C/PINCHES,CARA,LUNARES XL",PER-ROS,,,,accesorio,0,0,148
286,BOLSO PORTAMASCOTAS GRANDE,PER-ROS,,,,accesorio,0,0,1200
291,BOLSO PORTAMASCOTAS CHICO,PER-ROS,,,,accesorio,0,0,850
294,BOLSO PORTAMASCOTAS MEDIANO,PER-ROS,,,,accesorio,0,0,1000
303,Chico,PER-ROS,,,,accesorio,0,0,1700
304,Grande,PER-ROS,,,,accesorio,0,0,2100
308,CANGURO JEAN OSITO PELUCHE TALLE S,PER-ROS,,,,accesorio,0,0,834
311,CANGURO JEAN OSITO PELUCHE TALLE M,PER-ROS,,,,accesorio,0,0,1072
385,caja locion surtida,PER-ROS,,,,accesorio,0,0,160
389,JUGUETE CHORIZO SONRIENTE 20 CM,PER-ROS,,,,accesorio,0,0,115
496,kit sanit.c.pala y bandeja,PER-ROS,,,,accesorio,0,0,180
528,JUGUETE CUCURUCHO CON HUESITOS,PER-ROS,,,,accesorio,0,0,113
582,PELOTA ENREDADA CHICA CON CASCABEL,PER-ROS,,,,accesorio,0,0,122
583,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,200
584,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,95
585,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,130
647,JUGUETE SANDALIA CON TACO CHINO 18 CM,PER-ROS,,,,accesorio,0,0,152
670,"PALA JUNTA KK C/HUELLITAS, RESORTE,MANGO",PER-ROS,,,,accesorio,0,0,825
838,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,180
842,BEBEDERO AUTOMATICO,PER-ROS,,,,accesorio,0,0,640
1136,PILOTO PLASTICO C/CAPUCHA T.00 20CM          O,PER-ROS,,,,accesorio,0,0,270
1138,PILOTO PLASTICO C/CAPUCHA T.01 25CM          O,PER-ROS,,,,accesorio,0,0,290
1139,PILOTO PLASTICO C/CAPUCHA T.02 30CM          O,PER-ROS,,,,accesorio,0,0,350
1140,PILOTO PLASTICO C/CAPUCHA T.03 35CM          O,PER-ROS,,,,accesorio,0,0,370
1141,PILOTO PLASTICO C/CAPUCHA T.04 40CM          O,PER-ROS,,,,accesorio,0,0,390
1142,PILOTO PLASTICO C/CAPUCHA T.05 45CM          O,PER-ROS,,,,accesorio,0,0,410
1143,PILOTO PLASTICO C/CAPUCHA T.06 50CM          O,PER-ROS,,,,accesorio,0,0,450
1144,PILOTO PLASTICO C/CAPUCHA T.07 55CM          O,PER-ROS,,,,accesorio,0,0,470
1145,PILOTO PLASTICO C/CAPUCHA T.08 60CM          O,PER-ROS,,,,accesorio,0,0,510
1146,PILOTO PLASTICO C/CAPUCHA T.09 65CM          O,PER-ROS,,,,accesorio,0,0,540
1147,PILOTO PLASTICO C/CAPUCHA T.10 70CM          O,PER-ROS,,,,accesorio,0,0,590
1148,PILOTO PLASTICO C/CAPUCHA T.11 75CM          O,PER-ROS,,,,accesorio,0,0,610
1149,PILOTO PLASTICO C/CAPUCHA T.12 80CM          O,PER-ROS,,,,accesorio,0,0,650
1190,MOCHILA CON CARRITO P/PERROS,PER-ROS,,,,accesorio,0,0,3900
1191, CARPET 47 x 34,PER-ROS,,,,accesorio,0,0,1100
1223,MOISES LINEA PASION CHICO,PER-ROS,,,,accesorio,0,0,1650
1224,MOISES LINEA PASION MEDIANO,PER-ROS,,,,accesorio,0,0,1750
1988,COLCHITA PARA PERROS 70 X 55,PER-ROS,,,,accesorio,0,0,260
2403,MOISES CUADRADO CON CORDERITO N°1,PER-ROS,,,,accesorio,0,0,1400
2404,MOISES CUADRADO CON CORDERITO N° 2,PER-ROS,,,,accesorio,0,0,1500
2405,MOISES CUADRADO CON CORDERITO N° 3,PER-ROS,,,,accesorio,0,0,1600
2406,MOISES CUADRADO CON CORDERITO N°4,PER-ROS,,,,accesorio,0,0,1700
2419,FASHION JEAN TALLE 01 (25),PER-ROS,,,,accesorio,0,0,672
2420,FASHION JEAN TALLE 02 (30),PER-ROS,,,,accesorio,0,0,601
2421,FASHION JEAN TALLE 03 (35),PER-ROS,,,,accesorio,0,0,745
2422,FASHION JEAN TALLE 04 (40),PER-ROS,,,,accesorio,0,0,625
2423,FASHION JEAN TALLE 05 (45),PER-ROS,,,,accesorio,0,0,772
2424,FASHION JEAN TALLE 06 (50),PER-ROS,,,,accesorio,0,0,660
2538,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,80
2872,LITERA BORDE FILTRO,PER-ROS,,,,accesorio,0,0,1200
2876,BOLSO DORY N° 2,PER-ROS,,,,accesorio,0,0,1400
3012,collar c pañuelo n2,PER-ROS,,,,accesorio,0,0,190
3013,collar c pañuelo n3,PER-ROS,,,,accesorio,0,0,210
3266,TAPADO PREETY BABY TALLE S,PER-ROS,,,,accesorio,0,0,766
3267,TAPADO PREETY BABY TALLE M,PER-ROS,,,,accesorio,0,0,680
3271,TAPADO PREETY BABY TALLE L,PER-ROS,,,,accesorio,0,0,860
3272,TAPADO PREETY BABY TALLE XL,PER-ROS,,,,accesorio,0,0,749
3274A,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,220
3274,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,180
3408,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,160
3409,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,100
3411,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,130
3413,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,120
3480,COMEDERO AUT,PER-ROS,,,,accesorio,0,0,1050
4300,"CONJUNTO 315 COLLAR 35x1,50/CORREA 110 x 1,50",PER-ROS,,,,accesorio,0,0,180
4300A,poliest. Collar y correa n01,PER-ROS,,,,accesorio,0,0,180
4301,CONJ.POLIESTER,PER-ROS,,,,accesorio,0,0,240
4301A,CONJUNTO 320 COLLAR 45x2/CORREA 120x2 cm,PER-ROS,,,,accesorio,0,0,260
4302,CONJUNTO 322 COLLAR 60x3CM/CORREA 120x3 CM,PER-ROS,,,,accesorio,0,0,295
4302A,poliest. Collar y correa n3,PER-ROS,,,,accesorio,0,0,270
4303,CONJUNTO PRETAL Y CORREA N?1 POLIESTER,PER-ROS,,,,accesorio,0,0,220
4304,CONJUNTO PRETAL Y CORREA N? 2 POLIESTER,PER-ROS,,,,accesorio,0,0,350
4305,CONJUNTO PRETAL Y CORREA N? 3 POLIESTER,PER-ROS,,,,accesorio,0,0,418
4317,collar y correa dib n3,PER-ROS,,,,accesorio,0,0,160
4317A,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 1,PER-ROS,,,,accesorio,0,0,140
4318,collar y correa dib n3,PER-ROS,,,,accesorio,0,0,140
4318A,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 2,PER-ROS,,,,accesorio,0,0,190
4319,CONJ. COLLAR Y CORREA CON DIBUJITOS N? 3,PER-ROS,,,,accesorio,0,0,200
4345,MOISES DE JEANS CON APLICACIONES EXTRA GRANDE,PER-ROS,,,,accesorio,0,0,1600
4346,MOISES DE JEANS CON APLICACIONES SUPER GRANDE,PER-ROS,,,,accesorio,0,0,1600
4414,MOISES CARA BULLDOG FRANCES CH. 40X50 CM,PER-ROS,,,,accesorio,0,0,1500
4427,MOISES CARA PERRO GRIS CH. 40X50 CM,PER-ROS,,,,accesorio,0,0,1500
4429,MOISES CARA PERRO AMARILLO CH. 40X50 CM,PER-ROS,,,,accesorio,0,0,1500
4435,EXTENSIBLE ESCOSESA,PER-ROS,,,,accesorio,0,0,950
4486,BUZO REGIONAL TALLE 01 (25) C/CORDERITO,PER-ROS,,,,accesorio,0,0,649
4487,BUZO REGIONAL TALLE 02 (30) C/CORDERITO,PER-ROS,,,,accesorio,0,0,588
4488,BUZO REGIONAL TALLE 03 (35) C/CORDERITO,PER-ROS,,,,accesorio,0,0,732
4489,BUZO REGIONAL TALLE 04 (40) C/CORDERITO,PER-ROS,,,,accesorio,0,0,614
4490,BUZO REGIONAL TALLE 05 (45) C/CORDERITO,PER-ROS,,,,accesorio,0,0,819
4491,BUZO REGIONAL TALLE 06 (50) C/CORDERITO,PER-ROS,,,,accesorio,0,0,697
4492,BUZO REGIONAL TALLE 07 (55) C/CORDERITO,PER-ROS,,,,accesorio,0,0,898
4493,BUZO REGIONAL TALLE 08 (60) C/CORDERITO,PER-ROS,,,,accesorio,0,0,792
4494,BUZO REGIONAL TALLE 09 (65) C/CORDERITO,PER-ROS,,,,accesorio,0,0,1027
4495,BUZO REGIONAL TALLE 10 (70) C/CORDERITO,PER-ROS,,,,accesorio,0,0,875
4496,BUZO REGIONAL TALLE 11 (75) C/CORDERITO,PER-ROS,,,,accesorio,0,0,1108
4829,PELOTA CON PERROS Y HUESOS GRANDE,PER-ROS,,,,accesorio,0,0,94
6018,come-lento,PER-ROS,,,,accesorio,0,0,180
7037,KIT N° 23 HUESOS DE ALGODON,PER-ROS,,,,accesorio,0,0,3604
7056,KIT N° 4 MOISES PELUCHE PATITAS,PER-ROS,,,,accesorio,0,0,4965
8014,1,PER-ROS,,,,accesorio,0,0,620
8016,2,PER-ROS,,,,accesorio,0,0,670
8017,3,PER-ROS,,,,accesorio,0,0,710
8018,4,PER-ROS,,,,accesorio,0,0,740
8019,5,PER-ROS,,,,accesorio,0,0,770
8020,6,PER-ROS,,,,accesorio,0,0,820
8021,7,PER-ROS,,,,accesorio,0,0,900
8022,8,PER-ROS,,,,accesorio,0,0,950
8023,9,PER-ROS,,,,accesorio,0,0,1050
8024,10,PER-ROS,,,,accesorio,0,0,1150
8025,11,PER-ROS,,,,accesorio,0,0,1200
8026,12,PER-ROS,,,,accesorio,0,0,1250
4077,"pelotas con soga, sisal, ø 4,5 cm",trixie,,,,accesorio,0,0,90
1956,"2 Botas protec. neopreno,perros Walker Care, S, negro   ",trixie,,,,accesorio,0,0,450
3269,"Cuerda juego c/bola, ø 7 cm,50 cm, colores sutidos    ",trixie,,,,accesorio,0,0,170
3289,"Denta Fun pelota béisbol, sabor menta, caucho, ø 7 cm    ",trixie,,,,accesorio,0,0,250
3290,"Denta Fun pelota Rugby, sabor menta, caucho, 11 cm          ",trixie,,,,accesorio,0,0,350
3305,"Pelota con cuerda, caucho natural, ø 6 cm,30 cm, colores surtidos. ",trixie,,,,accesorio,0,0,210
3306,"Jumper con cuerda, caucho natural, 8 cm/30 cm, colores surtidos.  ",trixie,,,,accesorio,0,0,210
3316,"Juguete presa de caucho natural, colores surtidos, 7 cm.              ",trixie,,,,accesorio,0,0,250
3335,"Pesa c/ casacabel, caucho nat., 12 cm, colores surtidos.            ",trixie,,,,accesorio,0,0,203
3359,"Pesa fútbol, vinilo, con sonido, 14 cm",trixie,,,,accesorio,0,0,120
t3413,"Erizo, vinilo, 7 cm, color surtido, c/ sonido, colores surtidos.              ",trixie,,,,accesorio,0,0,100
3435,"Pelota fútbol, vinilo, con sonido, ø 6 cm.                                           ",trixie,,,,accesorio,0,0,110
3479,"Pelota tenis con cuerda, ø 6.5 cm,50 cm.                                                   ",trixie,,,,accesorio,0,0,140
3527,"Pelota de deporte, motivos y colores surtidos, latex, ø 7 cm",trixie,,,,accesorio,0,0,230
4074,"Ratón de sisal, 10 cm",trixie,,,,accesorio,0,0,110
4075,"Pelota de sisal, ø 6 cm",trixie,,,,accesorio,0,0,110
4132,"Serie de 3 pelotas, con cascabel, ø 3.5-4 cm.                      ",trixie,,,,accesorio,0,0,110
4135,"Círculo loco con ratón de peluche, 24 X 29 cm",trixie,,,,accesorio,0,0,451
4325,"Alfombrilla Rascadora c/peluche, 55 × 35 cm, marrón",trixie,,,,accesorio,0,0,823
4505,"Cats Cheese c/varita y 3 pelotas, 36 × 8 × 26/26 cm",trixie,,,,accesorio,0,0,420
22766,"Placa Identificativa, cucha perro, 30 × 25 mm",trixie,,,,accesorio,0,0,185
24658,"Comedero de cerámica, gato, 0,35l, Ø13 cm, colores surtidos",trixie,,,,accesorio,0,0,280
24659,"Comedero de cerámica, gato, Street Cat,  0,3l, Ø12 cm, colores surtidos",trixie,,,,accesorio,0,0,285
24761,"Dispenser de agua y comida, 0,6 l, colores surtidos",trixie,,,,accesorio,0,0,240
24833,"Set Comederos Acero Inox, 2x1,8 l, ø20 cm",trixie,,,,accesorio,0,0,680
25242,"Comedero de Acero Inox. Recub. en Plástico con Antideslizante. 0,4 l, ø14 cm. Colores surtidos",trixie,,,,accesorio,0,0,306
25243,"Comedero de Acero Inox. Recub. en Plástico con Antideslizante. 0,75 l, ø17 cm. Colores surtidos",trixie,,,,accesorio,0,0,483
25249,"Comedero de Acero Inox ""Come despacio"" con Antideslizante. 1,4l, ø21cm. Colores surtidos",trixie,,,,accesorio,0,0,860
25270,"Comedero de acero inoxidable recubierto en plástico para gato, 0,25l, ø12 cm , colores surtidos",trixie,,,,accesorio,0,0,290
28952,"Bolso Kilian, de poliéster, 31 X 32 X 48, hasta 6 kg. Cama de viaje y bolso en uno. Con correas ajustables al hombro y correa corta integrada.",trixie,,,,accesorio,0,0,3200
28953,"Bolso Massimo, de poliéster, 25 X 28 X 39, hasta 5 kg, con posibilidad de ampliar al doble desplegando el bolsillo lateral. Con bolsillo, correas ajustables al hombro, bandas tubulares reflectantes y correa corta integrada. Color negro/gris.",trixie,,,,accesorio,0,0,3096
28968,"Bolso Alina, de poliéster, 22 X 23 X 35, hasta 5 Kg. Con bolsillo de red, correas ajustables al hombro y correa corta integrada.",trixie,,,,accesorio,0,0,2200
32656,"Denta Fun Pesa de cuerda, 20 cm, 220 g, colores surtidos",trixie,,,,accesorio,0,0,260
32810,"Pelota redonda de cuerda de algodón, 6cm.",trixie,,,,accesorio,0,0,120
32811,"Pesa de cuerda de algodón, 15cm",trixie,,,,accesorio,0,0,175
32812,"Palo de cuerda de algodón, 13cm",trixie,,,,accesorio,0,0,120
32813,"Pelota de cuerda de algodón, con manija, ø 6 cm/23 cm",trixie,,,,accesorio,0,0,205
33343,"Denta Fun pesa, caucho, 9cm, colores surtidos",trixie,,,,accesorio,0,0,273
33542,"Hueso, TPR, 12 cm",trixie,,,,accesorio,0,0,420
33651,"Pelota erizo, caucho termoplástico, 8 cm, colores surtidos",trixie,,,,accesorio,0,0,180
33675,"Pelota Snack caucho termoplástico (TPR),  ø 8cm, colores surtidos.",trixie,,,,accesorio,0,0,232
33680,"Denta Fun Pelota caucho termoplástico (TPR), sabor menta, ø 6cm",trixie,,,,accesorio,0,0,340
34787,"Hueso Tenis, 17cm",trixie,,,,accesorio,0,0,540
34848,"Hueso que cruje, caucho natural, colores surtidos, 11cm.",trixie,,,,accesorio,0,0,0
34930,"Dog activity Pesa Snack, TPR, 12 cm, colores surtidos",trixie,,,,accesorio,0,0,150
35185,"Cerdo con flores, sonido original, látex, 20 cm",trixie,,,,accesorio,0,0,590
35190,"Cerdo con pelo, látex, 10 cm, colores surtidos.                                        ",trixie,,,,accesorio,0,0,180
35232,"Rata/ratón, látex, 22 cm, motivos surtidos",trixie,,,,accesorio,0,0,314
35492,"Pato, látex, sonido original, 30 cm",trixie,,,,accesorio,0,0,650
35497,"Jabalí, látex, sonido original, 18 cm",trixie,,,,accesorio,0,0,530
37377,"Cama Tammy, Ø 50 cm, azul/beige",trixie,,,,accesorio,0,0,1150
37378,"Cama Tammy, Ø 70 cm, azul/beige",trixie,,,,accesorio,0,0,1550
37620,"Almohadón Jimmy, 60 X 40 cm",trixie,,,,accesorio,0,0,1300
37621,"Almohadón Jimmy, 80 X 55 cm",trixie,,,,accesorio,0,0,2100
37685,"Cama Lingo, 50x40cm, blanco/beige",trixie,,,,accesorio,0,0,1400
37686,"Cama Lingo, 60x55cm, blanco/beige",trixie,,,,accesorio,0,0,1560
40316,"Litera clásica con borde, 37 X 15 X 47 cm, azul petróleo/blanco",trixie,,,,accesorio,0,0,480
41345,"Torre para gatos ""Catch the Balls"", ø 25 cm/13 cm",trixie,,,,accesorio,0,0,520
48000,"Tabla Cartón Rascadora ""Wild Cat"",41×7×24 cm, Naranja",trixie,,,,accesorio,0,0,503
48004,"Tambor rascador con juguetes, ø 33 cm, azul",trixie,,,,accesorio,0,0,745
200002,"Correa Premium, doble, XS: 1.20 m,10 mm, azul    ",trixie,,,,accesorio,0,0,368
200003,"Correa Premium, doble, XS: 1.20 m,10 mm, rojo     ",trixie,,,,accesorio,0,0,368
200011,"Correa Premium, doble, XS: 1.20 m,10 mm, fucsia  ",trixie,,,,accesorio,0,0,360
200012,"Correa Premium, doble, XS: 1.20 m,10 mm, océano",trixie,,,,accesorio,0,0,360
200103,"Correa Premium, doble, XS-S: 1.20 m,15 mm, rojo   ",trixie,,,,accesorio,0,0,450
200202,"Correa Premium, doble, M-L: 1.00 m,20 mm, azul ",trixie,,,,accesorio,0,0,580
200203,"Correa Premium, doble, M-L: 1.00 m,20 mm, rojo    ",trixie,,,,accesorio,0,0,580
200211,"Correa Premium, doble, M-L: 1.20 m,20 mm, fucsia  ",trixie,,,,accesorio,0,0,650
200217,"Correa Premium, doble,M-L: 1.20 m,20 mm, manzana",trixie,,,,accesorio,0,0,580
200301,"Correa Premium, doble, L-XL: 1.00 m,25 mm, negro  ",trixie,,,,accesorio,0,0,680
200302,"Correa Premium, doble, L-XL: 1.00 m,25 mm, azul",trixie,,,,accesorio,0,0,680
200303,"Correa Premium, doble, L-XL: 1.00 m,25 mm, rojo   ",trixie,,,,accesorio,0,0,690
200311,"Correa Premium, doble,L-XL: 1.00 m, 25 mm, fucsia  ",trixie,,,,accesorio,0,0,690
200312,"Correa Premium, doble, L-XL: 1.00 m,25 mm, océano",trixie,,,,accesorio,0,0,680
200317,"Correa Premium, doble,L-XL: 1.00 m,25 mm, manzana",trixie,,,,accesorio,0,0,690
201401,"Collar Premium, XS-S, 22-35 cm,10 mm, negro       ",trixie,,,,accesorio,0,0,120
201501,"Collar Premium, S-M, 30-45 cm,15 mm, negro        ",trixie,,,,accesorio,0,0,170
201503,"Collar Premium, S-M, 30-45 cm,15 mm, rojo         ",trixie,,,,accesorio,0,0,170
201601,"Collar Premium, M-L, 35-55 cm,20 mm, negro        ",trixie,,,,accesorio,0,0,205
201602,"Collar Premium, M-L, 35-55 cm,20 mm, azul",trixie,,,,accesorio,0,0,205
201603,"Collar Premium, M-L, 35-55 cm,20 mm, rojo         ",trixie,,,,accesorio,0,0,205
201701,"Collar Premium, L-XL, 40-65 cm,25 mm, negro       ",trixie,,,,accesorio,0,0,305
201702,"Collar Premium, L-XL, 40-65 cm,25 mm, azul",trixie,,,,accesorio,0,0,305
201703,"Collar Premium, L-XL, 40-65 cm,25 mm, rojo        ",trixie,,,,accesorio,0,0,305
203602,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, azul",trixie,,,,accesorio,0,0,550
203603,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, rojo  ",trixie,,,,accesorio,0,0,550
203611,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, FUCSIA ",trixie,,,,accesorio,0,0,510
203612,"Arnés Premium acolchado, XS-S: 30-40 cm,15 mm, océano ",trixie,,,,accesorio,0,0,510
203702,"Arnés Premium acolchado, S: 35–50 cm/20 mm, azul",trixie,,,,accesorio,0,0,600
203703,"Arnés Premium acolchado, S: 35–50 cm/20 mm, rojo",trixie,,,,accesorio,0,0,650
203711,"Arnés Premium acolchado, S: 35-50 cm,20 mm, fucsia ",trixie,,,,accesorio,0,0,650
203712,"Arnés Premium acolchado, S: 35-50 cm,20 mm,OCEANO",trixie,,,,accesorio,0,0,650
203717,"Arnés Premium acolchado, S: 35-50 cm,20 mm, manzana ",trixie,,,,accesorio,0,0,650
203802,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, azul",trixie,,,,accesorio,0,0,710
203811,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, fucsia",trixie,,,,accesorio,0,0,710
203812,"Arnés Premium acolchado, S-M: 40-60 cm,20 mm, océano",trixie,,,,accesorio,0,0,710
203902,"Arnés Premium acolchado, M: 45–70 cm/25 mm, azul",trixie,,,,accesorio,0,0,845
203903,"Arnés Premium acolchado, M: 45-70 cm,25 mm, rojo     ",trixie,,,,accesorio,0,0,845
203911,"Arnés Premium acolchado, M: 45-70 cm,25 mm, fucsia ",trixie,,,,accesorio,0,0,845
203912,"Arnés Premium acolchado, M: 45-70 cm,25 mm, océano ",trixie,,,,accesorio,0,0,845
203917,"Arnés Premium acolchado, M: 45-70 cm,25 mm, manzana ",trixie,,,,accesorio,0,0,845
204002,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, azul",trixie,,,,accesorio,0,0,920
204011,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, fucsia",trixie,,,,accesorio,0,0,920
204017,"Arnés Premium acolchado, M-L: 50–80 cm/25 mm, manzana",trixie,,,,accesorio,0,0,920
204102,"Arnés Premium acolchado, L: 60–90 cm/25 mm, azul",trixie,,,,accesorio,0,0,930
204103,"Arnés Premium acolchado, L: 60–90 cm/25 mm, rojo",trixie,,,,accesorio,0,0,930
204112,"Arnés Premium acolchado, L: 60–90 cm/25 mm, océano",trixie,,,,accesorio,0,0,930
204117,"Arnés Premium acolchado, L: 60–90 cm/25 mm, manzana",trixie,,,,accesorio,0,0,930
204202,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, azul",trixie,,,,accesorio,0,0,980
204212,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, océano",trixie,,,,accesorio,0,0,980
204217,"Arnés Premium acolchado, L-XL: 70-100 cm,25 mm, manzana",trixie,,,,accesorio,0,0,980
205102,"Arnés Premium Noruego acolchado en el pecho, S-M: 30-50 cm,25 mm, azul",trixie,,,,accesorio,0,0,510
205103,"Arnés Premium Noruego acolchado en el pecho, S-M: 30-50 cm,25 mm, rojo",trixie,,,,accesorio,0,0,510
205202,"Arnés Premium Noruego acolchado en el pecho, M-L: 53-66 cm,40 mm, azul",trixie,,,,accesorio,0,0,650
205203,"Arnés Premium Noruego acolchado en el pecho, M-L: 53-66 cm,40 mm, rojo",trixie,,,,accesorio,0,0,650
205302,"Arnés Premium Noruego acolchado en el pecho, L: 60-76 cm,40 mm, azul",trixie,,,,accesorio,0,0,760
205303,"Arnés Premium Noruego acolchado en el pecho, L: 60-76 cm,40 mm, rojo",trixie,,,,accesorio,0,0,760
205402,"Arnés Premium Noruego acolchado en el pecho, L-XL: 68-88, 50 mm, azul",trixie,,,,accesorio,0,0,910
205403,"Arnés Premium Noruego acolchado en el pecho, L-XL: 68-88, 50 mm, rojo",trixie,,,,accesorio,0,0,910
20001/ 200001,"Correa Premium, doble, XS: 1.20 m,10 mm, negro    ",trixie,,,,accesorio,0,0,360
20003/ 200003,"Correa Premium, doble, XS: 1.20 m,10 mm, rojo     ",trixie,,,,accesorio,0,0,360
20011/ 200101,"Correa Premium, doble, XS-S: 1.20 m,15 mm, negro  ",trixie,,,,accesorio,0,0,450
20012/ 200102,"Correa Premium, doble, XS-S: 1.20 m,15 mm, azul",trixie,,,,accesorio,0,0,450
1006/00,"CORREA  (1,20 m)          lo mismo en esos colores",wawpet,,,,accesorio,0,0,210
1006/40,COLLAR TEXANO 20mm                 ,wawpet,,,,accesorio,0,0,150
1006/45,COLLAR TEXANO 20mm             ,wawpet,,,,accesorio,0,0,150
1013/35,COLLAR FLOR NIQUEL C/ STRASS 20mm                  colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,wawpet,,,,accesorio,0,0,140
1013/45,COLLAR FLOR NIQUEL C/ STRASS 20mm                ,wawpet,,,,accesorio,0,0,140
1014/30,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores charol: negro-fucsia-rojo-francia,wawpet,,,,accesorio,0,0,180
1014/35,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores simil cuero cosido: negro-rosa-rojo-francia-plata-oro,wawpet,,,,accesorio,0,0,180
1014/40,COLLAR STRASS C/ DIJE COLGANTE REDONDO 20mm                          colores print: print gris-print leopardo-print francia-print rojo,wawpet,,,,accesorio,0,0,180
